company,requested_region,resolved_region,country,review_url,overall,recommend,ceo_approval,total_reviews,diversity_inclusion,work_life_balance,compensation_benefits,culture_values,career_opportunities,senior_management,header_text,scraped_at,company_input_source,region_source,validation_status
Dell Technologies,"Georgetown, TX",Georgetown,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Georgetown-Reviews-EI_IE1327.0,17_IL.18,28_IC1139774.htm",5,99%,100%,6,5,5,5,4.5,4.5,4.1,Dell Technologies Georgetown reviews,2026-06-28T15:10:55.155013+00:00,seed,office-location,validated
Dell Technologies,"Hopkinton, MA",Hopkinton,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Hopkinton-Reviews-EI_IE1327.0,17_IL.18,27_IC1154589.htm",3.4,55%,59%,497,3.6,3.6,3.3,3.3,2.9,2.8,Dell Technologies Hopkinton reviews,2026-06-28T15:11:02.563010+00:00,seed,office-location,validated
Dell Technologies,"India, TX",India,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-India-Reviews-EI_IE1327.0,17_IL.18,23_IC3759223.htm",4.6,100%,100%,5,4.3,4.3,4.3,4.3,4.3,4.3,Dell Technologies India reviews,2026-06-28T15:11:10.863297+00:00,seed,office-location,validated
Dell Technologies,"Land O' Lakes, FL",Land O' Lakes,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Land-O-Lakes-Reviews-EI_IE1327.0,17_IL.18,30_IC3817049.htm",4,100%,100%,1,,5,4,4,4,4,Dell Technologies Land O' Lakes reviews,2026-06-28T15:11:18.878791+00:00,seed,office-location,validated
Dell Technologies,"Leander, TX",Leander,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Leander-Reviews-EI_IE1327.0,17_IL.18,25_IC1139779.htm",3,100%,,1,,3,3,3,4,3,Dell Technologies Leander reviews,2026-06-28T15:11:26.727140+00:00,seed,office-location,validated
Dell Technologies,"Pflugerville, TX",Pflugerville,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Pflugerville-Reviews-EI_IE1327.0,17_IL.18,30_IC1139790.htm",4.1,99%,100%,6,5,3.1,4,5,3.1,5,Dell Technologies Pflugerville reviews,2026-06-28T15:11:34.359862+00:00,seed,office-location,validated
Dell Technologies,"Quincy, MA",Quincy,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Quincy-Reviews-EI_IE1327.0,17_IL.18,24_IC1154667.htm",3,83%,14%,7,,4.5,2.7,2.7,2,3,Dell Technologies Quincy reviews,2026-06-28T15:11:42.339790+00:00,seed,office-location,validated
Dell Technologies,"Round Rock, TX",Round Rock,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Round-Rock-Reviews-EI_IE1327.0,17_IL.18,28_IC1139794.htm",3.2,47%,49%,2587,3.7,3.4,3.1,3.2,3.2,2.8,Dell Technologies Round Rock reviews,2026-06-28T15:11:51.083668+00:00,seed,office-location,validated
Dell Technologies,"San Marcos, TX",San Marcos,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-San-Marcos-Reviews-EI_IE1327.0,17_IL.18,28_IC1139795.htm",4,100%,100%,1,,1,3,5,4,5,Dell Technologies San Marcos reviews,2026-06-28T15:12:01.879949+00:00,seed,office-location,validated
Dell Technologies,"Satellite Beach, FL",Satellite Beach,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Satellite-Beach-Reviews-EI_IE1327.0,17_IL.18,33_IC1154294.htm",4,100%,100%,1,,5,4,4,4,3,Dell Technologies Satellite Beach reviews,2026-06-28T15:12:10.148856+00:00,seed,office-location,validated
Dell Technologies,"Wellesley, MA",Wellesley,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Wellesley-Reviews-EI_IE1327.0,17_IL.18,27_IC1154708.htm",1.9,0%,0%,5,,2,2.6,2,2,2.1,Dell Technologies Wellesley reviews,2026-06-28T15:12:18.387856+00:00,seed,office-location,validated
Dell Technologies,"Domlur, KA",Domlur,India,"https://www.glassdoor.com/Reviews/Dell-Technologies-Domlur-Reviews-EI_IE1327.0,17_IL.18,24_IC4470560.htm",5,99%,100%,9,4.8,5,4.8,4.8,4.8,4.8,Dell Technologies Domlur reviews,2026-06-28T15:12:28.661142+00:00,seed,office-location,validated
Dell Technologies,"Chicago, IL",Chicago,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Chicago-Reviews-EI_IE1327.0,17_IL.18,25_IC1128808.htm",3.9,52%,64%,102,3.5,3.6,3.4,3.1,2.9,2.7,Dell Technologies Chicago reviews,2026-06-28T15:12:38.413146+00:00,seed,office-location,validated
Dell Technologies,"Morrisville, NC",Morrisville,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Morrisville-Reviews-EI_IE1327.0,17_IL.18,29_IC1138956.htm",5,100%,100%,1,4,3,5,5,5,3,Dell Technologies Morrisville reviews,2026-06-28T15:12:46.527291+00:00,seed,office-location,validated
Dell Technologies,"Bratislava, 02",Bratislava,Slovakia,"https://www.glassdoor.com/Reviews/Dell-Technologies-Bratislava-Reviews-EI_IE1327.0,17_IL.18,28_IC2907054.htm",4.2,84%,76%,302,4.2,4.1,3.8,4.3,4,3.9,Dell Technologies Bratislava reviews,2026-06-28T15:12:55.811183+00:00,seed,office-location,validated
Dell Technologies,"Stuttgart, BW",Stuttgart,Germany,"https://www.glassdoor.com/Reviews/Dell-Technologies-Stuttgart-Reviews-EI_IE1327.0,17_IL.18,27_IC2507190.htm",5,100%,100%,2,5,3.1,4.9,4.1,4.9,3.9,Dell Technologies Stuttgart reviews,2026-06-28T15:13:05.668156+00:00,seed,office-location,validated
Dell Technologies,"Beijing, 22",Beijing,China,"https://www.glassdoor.com/Reviews/Dell-Technologies-Beijing-Reviews-EI_IE1327.0,17_IL.18,25_IC2398510.htm",3.9,39%,64%,32,3.1,3.3,3.9,3.5,3.2,3,Dell Technologies Beijing reviews,2026-06-28T15:13:13.331368+00:00,seed,office-location,validated
Dell Technologies,Hong Kong,Hong Kong,Hong Kong,"https://www.glassdoor.com/Reviews/Dell-Technologies-Hong-Kong-Reviews-EI_IE1327.0,17_IL.18,27_IC2308631.htm",4.4,96%,100%,22,4.9,4.9,4.7,4.9,4.5,4.8,Dell Technologies Hong Kong reviews,2026-06-28T15:13:21.537546+00:00,seed,office-location,validated
Dell Technologies,"Xiamen, 07",Xiamen,China,"https://www.glassdoor.com/Reviews/Dell-Technologies-Xiamen-Reviews-EI_IE1327.0,17_IL.18,24_IC2564138.htm",4.2,96%,99%,18,4.1,3.9,4.2,4.1,3.7,4.2,Dell Technologies Xiamen reviews,2026-06-28T15:13:29.464153+00:00,seed,office-location,validated
Dell Technologies,"Buenos Aires, C",Buenos Aires,Argentina,"https://www.glassdoor.com/Reviews/Dell-Technologies-Buenos-Aires-Reviews-EI_IE1327.0,17_IL.18,30_IC2242084.htm",3.2,62%,80%,19,4.6,4,2.3,4.2,2.9,3.4,Dell Technologies Buenos Aires reviews,2026-06-28T15:13:42.909972+00:00,seed,office-location,validated
Dell Technologies,"Campinas, SP",Campinas,Brazil,"https://www.glassdoor.com/Reviews/Dell-Technologies-Campinas-Reviews-EI_IE1327.0,17_IL.18,26_IC2490130.htm",5,100%,100%,0,5,5,4.2,5,4.4,5,Dell Technologies Campinas reviews,2026-06-28T15:13:51.591251+00:00,seed,office-location,validated
Dell Technologies,"Martínez, B",Martínez,Argentina,"https://www.glassdoor.com/Reviews/Dell-Technologies-Mart%C3%ADnez-Reviews-EI_IE1327.0,17_IL.18,26_IC2207815.htm",2,0%,,0,,3,2,3,2,,Dell Technologies Martínez reviews,2026-06-28T15:13:58.998273+00:00,seed,office-location,validated
Dell Technologies,Global,Global,Global,https://www.glassdoor.com/Reviews/Dell-Technologies-Reviews-E1327.htm,3.7,63%,69%,36496,4,3.8,3.5,3.7,3.4,3.3,Dell Technologies reviews,2026-06-28T15:14:09.714943+00:00,seed,manual-seed,validated
Dell Technologies,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Dell-Technologies-Taipei-Reviews-EI_IE1327.0,17_IL.18,24_IC3271041.htm",3.9,75%,92%,190,4,3.9,3.4,3.7,3.7,3.1,Dell Technologies Taipei reviews,2026-06-28T15:14:09.816354+00:00,seed,manual-seed,validated
Dell Technologies,Shanghai,Shanghai,China,"https://www.glassdoor.com/Reviews/Dell-Technologies-Shanghai-Reviews-EI_IE1327.0,17_IL.18,26_IC2416009.htm",3.8,53%,95%,135,4.5,4.5,4.1,4.3,3.6,3.9,Dell Technologies Shanghai reviews,2026-06-28T15:14:09.913972+00:00,seed,manual-seed,validated
Dell Technologies,Tokyo,Tokyo,Japan,"https://www.glassdoor.com/Reviews/Dell-Technologies-Tokyo-Reviews-EI_IE1327.0,17_IL.18,23_IC2851580.htm",3.2,56%,68%,58,3.5,3.2,3.1,3,3.1,3.1,Dell Technologies Tokyo reviews,2026-06-28T15:14:10.013268+00:00,seed,manual-seed,validated
Dell Technologies,Seoul,Seoul,South Korea,"https://www.glassdoor.com/Reviews/Dell-Technologies-Seoul-Reviews-EI_IE1327.0,17_IL.18,23_IC3021489.htm",3.9,69%,78%,43,3.6,3.9,3.2,3.1,3.5,2.9,Dell Technologies Seoul reviews,2026-06-28T15:14:10.108760+00:00,seed,manual-seed,validated
Dell Technologies,Austin,Austin,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Austin-Reviews-EI_IE1327.0,17_IL.18,24_IC1139761.htm",3.5,56%,67%,2446,3.8,3.7,3.4,3.4,3.2,3.1,Dell Technologies Austin reviews,2026-06-28T15:14:10.221973+00:00,seed,manual-seed,validated
Dell Technologies,London,London,United Kingdom,"https://www.glassdoor.com/Reviews/Dell-Technologies-London-Reviews-EI_IE1327.0,17_IL.18,24_IC2671300.htm",4,75%,89%,357,4.1,3.8,3.8,3.9,3.6,3.7,Dell Technologies London reviews,2026-06-28T15:14:10.335063+00:00,seed,manual-seed,validated
Dell Technologies,Munich,Munich,Germany,"https://www.glassdoor.com/Reviews/Dell-Technologies-Munich-Reviews-EI_IE1327.0,17_IL.18,24_IC4990924.htm",3.3,45%,57%,10,3.9,4.2,3.5,2.9,3.1,2.3,Dell Technologies Munich reviews,2026-06-28T15:14:10.423368+00:00,seed,manual-seed,validated
Acer Group,"Barcelona, CT",Barcelona,Spain,"https://www.glassdoor.com/Reviews/Acer-Group-Barcelona-Reviews-EI_IE3802.0,10_IL.11,20_IC2547194.htm",2.5,0%,,2,,2,4.5,2,2.5,1.5,Acer Group Barcelona reviews,2026-06-28T15:14:19.420507+00:00,seed,office-location,validated
Acer Group,"Milan, LOM",Milan,Italy,"https://www.glassdoor.com/Reviews/Acer-Group-Milan-Reviews-EI_IE3802.0,10_IL.11,16_IC2802090.htm",3,50%,,0,3,2,3.5,2,2.5,2.5,Acer Group Milan reviews,2026-06-28T15:14:27.114928+00:00,seed,office-location,validated
Acer Group,"Warsaw, MZ",Warsaw,Poland,"https://www.glassdoor.com/Reviews/Acer-Group-Warsaw-Reviews-EI_IE3802.0,10_IL.11,17_IC3094484.htm",4,100%,,1,,3,3,3,4,3,Acer Group Warsaw reviews,2026-06-28T15:14:35.284352+00:00,seed,office-location,validated
Acer Group,"Bangkok, 10",Bangkok,Thailand,"https://www.glassdoor.com/Reviews/Acer-Group-Bangkok-Reviews-EI_IE3802.0,10_IL.11,18_IC3179725.htm",2,0%,,1,,4,2,3,3,3,Acer Group Bangkok reviews,2026-06-28T15:14:43.920604+00:00,seed,office-location,validated
Acer Group,"Dubai, DU",Dubai,United Arab Emirates,"https://www.glassdoor.com/Reviews/Acer-Group-Dubai-Reviews-EI_IE3802.0,10_IL.11,16_IC2204498.htm",3.8,100%,100%,3,,3.4,4.5,4.5,3,4.5,Acer Group Dubai reviews,2026-06-28T15:14:54.215227+00:00,seed,office-location,validated
Acer Group,"Jakarta, JK",Jakarta,Indonesia,"https://www.glassdoor.com/Reviews/Acer-Group-Jakarta-Reviews-EI_IE3802.0,10_IL.11,18_IC2709872.htm",5,100%,,1,4,4,4,4,4,4,Acer Group Jakarta reviews,2026-06-28T15:15:01.868430+00:00,seed,office-location,validated
Acer Group,"Kuala Lumpur, 14",Kuala Lumpur,Malaysia,"https://www.glassdoor.com/Reviews/Acer-Group-Kuala-Lumpur-Reviews-EI_IE3802.0,10_IL.11,23_IC2986682.htm",4,100%,100%,1,,2,3,2,2,2,Acer Group Kuala Lumpur reviews,2026-06-28T15:15:10.382970+00:00,seed,office-location,validated
Acer Group,"Manila, D9",Manila,Philippines,"https://www.glassdoor.com/Reviews/Acer-Group-Manila-Reviews-EI_IE3802.0,10_IL.11,17_IC2363570.htm",3,0%,100%,3,2,1,1,1,2,1,Acer Group Manila reviews,2026-06-28T15:15:20.292445+00:00,seed,office-location,validated
Acer Group,"Mumbai, MH",Mumbai,India,"https://www.glassdoor.com/Reviews/Acer-Group-Mumbai-Reviews-EI_IE3802.0,10_IL.11,17_IC2851180.htm",5,100%,100%,4,5,5,3.7,5,5,5,Acer Group Mumbai reviews,2026-06-28T15:15:29.061758+00:00,seed,office-location,validated
Acer Group,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/Acer-Group-Singapore-Reviews-EI_IE3802.0,10_IL.11,20_IC3235921.htm",2.9,99%,100%,6,2.1,4.8,2.1,4.9,2.2,3,Acer Group Singapore reviews,2026-06-28T15:15:37.766571+00:00,seed,office-location,validated
Acer Group,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Acer-Group-Taipei-Reviews-EI_IE3802.0,10_IL.11,17_IC3271041.htm",3.5,22%,61%,124,3.1,3.7,3.5,2.8,3.1,2.4,Acer Group Taipei reviews,2026-06-28T15:15:46.756644+00:00,seed,office-location,validated
Acer Group,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/Acer-Group-Tokyo-Reviews-EI_IE3802.0,10_IL.11,16_IC2851580.htm",1,1%,0%,2,1,1,1,1,3,1,Acer Group Tokyo reviews,2026-06-28T15:15:54.892672+00:00,seed,office-location,validated
Acer Group,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Acer-Group-S%C3%A3o-Paulo-Reviews-EI_IE3802.0,10_IL.11,20_IC2479061.htm",5,100%,100%,1,4.4,5,4.4,5,4.4,5,Acer Group São Paulo reviews,2026-06-28T15:16:03.989959+00:00,seed,office-location,validated
Acer Group,"Sydney, NSW",Sydney,Australia,"https://www.glassdoor.com/Reviews/Acer-Group-Sydney-Reviews-EI_IE3802.0,10_IL.11,17_IC2235932.htm",4.2,99%,61%,9,4.6,4.9,3.2,3.8,4.3,3.8,Acer Group Sydney reviews,2026-06-28T15:16:12.093904+00:00,seed,office-location,validated
Acer Group,"San Jose, CA",San Jose,United States,"https://www.glassdoor.com/Reviews/Acer-Group-San-Jose-Reviews-EI_IE3802.0,10_IL.11,19_IC1147436.htm",3,34%,100%,20,3.3,4.1,2.1,2,2.4,2,Acer Group San Jose reviews,2026-06-28T15:16:20.504101+00:00,seed,office-location,validated
Acer Group,"Reading, ENG",Reading,United Kingdom,"https://www.glassdoor.com/Reviews/Acer-Group-Reading-Reviews-EI_IE3802.0,10_IL.11,18_IC2675152.htm",5,100%,100%,1,5,4,4,3,4,4,Acer Group Reading reviews,2026-06-28T15:16:30.269706+00:00,seed,office-location,validated
Acer Group,"Zürich, ZH",Zürich,Switzerland,"https://www.glassdoor.com/Reviews/Acer-Group-Z%C3%BCrich-Reviews-EI_IE3802.0,10_IL.11,17_IC3297851.htm",5,,,0,,,,,,,Acer Group Zürich reviews,2026-06-28T15:16:39.732645+00:00,seed,office-location,validated
Acer Group,"Bengaluru, KA",Bengaluru,India,"https://www.glassdoor.com/Reviews/Acer-Group-Bengaluru-Reviews-EI_IE3802.0,10_IL.11,20_IC2940587.htm",4.9,99%,100%,30,3,3.1,4.9,4.9,4.9,3.1,Acer Group Bengaluru reviews,2026-06-28T15:16:48.454962+00:00,seed,office-location,validated
Acer Group,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Acer-Group-Hsinchu-Reviews-EI_IE3802.0,10_IL.11,18_IC4915323.htm",4,,,1,,,,,,,Acer Group Hsinchu reviews,2026-06-28T15:16:56.689729+00:00,seed,office-location,validated
Acer Group,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Acer-Group-Shanghai-Reviews-EI_IE3802.0,10_IL.11,19_IC2416009.htm",5,100%,100%,2,3,5,3,4,4,5,Acer Group Shanghai reviews,2026-06-28T15:17:05.955061+00:00,seed,office-location,validated
Acer Group,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/Acer-Group-San-Jose-Reviews-EI_IE3802.0,10_IL.11,19_IC1147436.htm",3,34%,100%,20,3.3,4.1,2.1,2,2.4,2,Acer Group San Jose reviews,2026-06-28T15:17:06.050516+00:00,seed,office-location,validated
Acer Group,"Houston, TX",Houston,United States,"https://www.glassdoor.com/Reviews/Acer-Group-Houston-Reviews-EI_IE3802.0,10_IL.11,18_IC1140171.htm",3,,,1,,,,,,,Acer Group Houston reviews,2026-06-28T15:17:15.120491+00:00,seed,office-location,validated
Acer Group,"Sunnyvale, CA",Sunnyvale,United States,"https://www.glassdoor.com/Reviews/Acer-Group-Sunnyvale-Reviews-EI_IE3802.0,10_IL.11,20_IC1147442.htm",2,0%,,1,,4,3,1,1,1,Acer Group Sunnyvale reviews,2026-06-28T15:17:30.288579+00:00,seed,office-location,validated
Acer Group,"Paris, A8",Paris,France,"https://www.glassdoor.com/Reviews/Acer-Group-Paris-Reviews-EI_IE3802.0,10_IL.11,16_IC2881970.htm",3,100%,100%,1,4,2,2,3,2,2,Acer Group Paris reviews,2026-06-28T15:17:40.101761+00:00,seed,office-location,validated
Acer Group,"London, ENG",London,United Kingdom,"https://www.glassdoor.com/Reviews/Acer-Group-London-Reviews-EI_IE3802.0,10_IL.11,17_IC2671300.htm",4.7,100%,,7,5,5,5,5,5,5,Acer Group London reviews,2026-06-28T15:17:48.486662+00:00,seed,office-location,validated
Acer Group,"Chicago, IL",Chicago,United States,"https://www.glassdoor.com/Reviews/Acer-Group-Chicago-Reviews-EI_IE3802.0,10_IL.11,18_IC1128808.htm",5,100%,100%,1,5,5,5,5,5,5,Acer Group Chicago reviews,2026-06-28T15:17:57.217597+00:00,seed,office-location,validated
Acer Group,"Beijing, 22",Beijing,China,"https://www.glassdoor.com/Reviews/Acer-Group-Beijing-Reviews-EI_IE3802.0,10_IL.11,18_IC2398510.htm",3,,100%,1,,3,3,3,3,3,Acer Group Beijing reviews,2026-06-28T15:18:05.608851+00:00,seed,office-location,validated
Acer Group,Hong Kong,Hong Kong,Hong Kong,"https://www.glassdoor.com/Reviews/Acer-Group-Hong-Kong-Reviews-EI_IE3802.0,10_IL.11,20_IC2308631.htm",1,0%,,1,1,1,1,1,1,1,Acer Group Hong Kong reviews,2026-06-28T15:18:13.745843+00:00,seed,office-location,validated
Acer Group,Global,Global,Global,https://www.glassdoor.com/Reviews/Acer-Group-Reviews-E3802.htm,3.8,63%,73%,510,3.6,3.8,3.6,3.6,3.5,3.1,Acer Group reviews,2026-06-28T15:18:21.349268+00:00,seed,manual-seed,validated
Acer Group,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Acer-Group-Taipei-Reviews-EI_IE3802.0,10_IL.11,17_IC3271041.htm",3.5,22%,61%,124,3.1,3.7,3.5,2.8,3.1,2.4,Acer Group Taipei reviews,2026-06-28T15:18:21.466428+00:00,seed,manual-seed,validated
Acer Group,Hsinchu,Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Acer-Group-Hsinchu-Reviews-EI_IE3802.0,10_IL.11,18_IC4915323.htm",4,,,1,,,,,,,Acer Group Hsinchu reviews,2026-06-28T15:18:21.680157+00:00,seed,manual-seed,validated
Acer Group,Shanghai,Shanghai,China,"https://www.glassdoor.com/Reviews/Acer-Group-Shanghai-Reviews-EI_IE3802.0,10_IL.11,19_IC2416009.htm",5,100%,100%,2,3,5,3,4,4,5,Acer Group Shanghai reviews,2026-06-28T15:18:21.796998+00:00,seed,manual-seed,validated
Acer Group,Tokyo,Tokyo,Japan,"https://www.glassdoor.com/Reviews/Acer-Group-Tokyo-Reviews-EI_IE3802.0,10_IL.11,16_IC2851580.htm",1,1%,0%,2,1,1,1,1,3,1,Acer Group Tokyo reviews,2026-06-28T15:18:21.892220+00:00,seed,manual-seed,validated
Acer Group,London,London,United Kingdom,"https://www.glassdoor.com/Reviews/Acer-Group-London-Reviews-EI_IE3802.0,10_IL.11,17_IC2671300.htm",4.7,100%,,7,5,5,5,5,5,5,Acer Group London reviews,2026-06-28T15:18:22.031481+00:00,seed,manual-seed,validated
Lenovo,"Ciudad de Mexico, MEX",Ciudad de Mexico,Mexico,"https://www.glassdoor.com/Reviews/Lenovo-Ciudad-de-Mexico-Reviews-EI_IE8034.0,6_IL.7,23_IC5017436.htm",4.2,97%,99%,7,4.1,4.2,3.6,3.9,3.5,4.2,Lenovo Ciudad de Mexico reviews,2026-06-28T15:18:31.626527+00:00,seed,office-location,validated
Lenovo,"Markham, ON",Markham,Canada,"https://www.glassdoor.com/Reviews/Lenovo-Markham-Reviews-EI_IE8034.0,6_IL.7,14_IC2280736.htm",3.7,98%,10%,16,3,4.8,3.9,3.9,3,2.2,Lenovo Markham reviews,2026-06-28T15:18:40.426995+00:00,seed,office-location,validated
Lenovo,"Barcelona, CT",Barcelona,Spain,"https://www.glassdoor.com/Reviews/Lenovo-Barcelona-Reviews-EI_IE8034.0,6_IL.7,16_IC2547194.htm",4.8,97%,97%,10,4.9,4.1,4.9,4.9,4.8,4,Lenovo Barcelona reviews,2026-06-28T15:18:50.376358+00:00,seed,office-location,validated
Lenovo,"Budapest, BU",Budapest,Hungary,"https://www.glassdoor.com/Reviews/Lenovo-Budapest-Reviews-EI_IE8034.0,6_IL.7,15_IC3125126.htm",2.7,3%,4%,10,3,2.4,2.6,3.1,2.2,2.1,Lenovo Budapest reviews,2026-06-28T15:18:59.209979+00:00,seed,office-location,validated
Lenovo,"Milan, LOM",Milan,Italy,"https://www.glassdoor.com/Reviews/Lenovo-Milan-Reviews-EI_IE8034.0,6_IL.7,12_IC2802090.htm",4.1,17%,16%,1,4.1,3.3,5,4.1,4.1,4.1,Lenovo Milan reviews,2026-06-28T15:19:09.913935+00:00,seed,office-location,validated
Lenovo,"Warsaw, MZ",Warsaw,Poland,"https://www.glassdoor.com/Reviews/Lenovo-Warsaw-Reviews-EI_IE8034.0,6_IL.7,13_IC3094484.htm",5,100%,100%,2,5,5,5,5,5,5,Lenovo Warsaw reviews,2026-06-28T15:19:18.364746+00:00,seed,office-location,validated
Lenovo,"Bangkok, 10",Bangkok,Thailand,"https://www.glassdoor.com/Reviews/Lenovo-Bangkok-Reviews-EI_IE8034.0,6_IL.7,14_IC3179725.htm",5,100%,100%,1,,5,4,5,4,4,Lenovo Bangkok reviews,2026-06-28T15:19:25.249565+00:00,seed,office-location,validated
Lenovo,"Dubai, DU",Dubai,United Arab Emirates,"https://www.glassdoor.com/Reviews/Lenovo-Dubai-Reviews-EI_IE8034.0,6_IL.7,12_IC2204498.htm",4.2,80%,99%,19,4.2,4.4,4.2,4.2,4.2,4.2,Lenovo Dubai reviews,2026-06-28T15:19:34.027083+00:00,seed,office-location,validated
Lenovo,"Jakarta, JK",Jakarta,Indonesia,"https://www.glassdoor.com/Reviews/Lenovo-Jakarta-Reviews-EI_IE8034.0,6_IL.7,14_IC2709872.htm",3.9,85%,100%,2,,3.9,3.9,3.7,3.1,2.7,Lenovo Jakarta reviews,2026-06-28T15:19:41.129005+00:00,seed,office-location,validated
Lenovo,"Kuala Lumpur, 14",Kuala Lumpur,Malaysia,"https://www.glassdoor.com/Reviews/Lenovo-Kuala-Lumpur-Reviews-EI_IE8034.0,6_IL.7,19_IC2986682.htm",2.5,26%,76%,42,2.2,2.6,2.3,2,2.1,1.9,Lenovo Kuala Lumpur reviews,2026-06-28T15:19:50.229308+00:00,seed,office-location,validated
Lenovo,"Manila, D9",Manila,Philippines,"https://www.glassdoor.com/Reviews/Lenovo-Manila-Reviews-EI_IE8034.0,6_IL.7,13_IC2363570.htm",3.1,0%,,2,,,,,,,Lenovo Manila reviews,2026-06-28T15:19:59.467324+00:00,seed,office-location,validated
Lenovo,"Mumbai, MH",Mumbai,India,"https://www.glassdoor.com/Reviews/Lenovo-Mumbai-Reviews-EI_IE8034.0,6_IL.7,13_IC2851180.htm",3.1,4%,100%,15,3.1,3,4,3.1,4,2.1,Lenovo Mumbai reviews,2026-06-28T15:20:08.116429+00:00,seed,office-location,validated
Lenovo,"Seoul, 11",Seoul,South Korea,"https://www.glassdoor.com/Reviews/Lenovo-Seoul-Reviews-EI_IE8034.0,6_IL.7,12_IC3021489.htm",4.4,98%,99%,9,4,3.5,3.6,3.6,4,3.6,Lenovo Seoul reviews,2026-06-28T15:20:16.685286+00:00,seed,office-location,validated
Lenovo,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/Lenovo-Singapore-Reviews-EI_IE8034.0,6_IL.7,16_IC3235921.htm",3.3,83%,87%,50,2.9,3.4,3.6,3.4,3.5,3,Lenovo Singapore reviews,2026-06-28T15:20:25.085878+00:00,seed,office-location,validated
Lenovo,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Lenovo-Taipei-Reviews-EI_IE8034.0,6_IL.7,13_IC3271041.htm",3.9,63%,92%,56,4.1,4.1,3.9,3.7,3.7,3.6,Lenovo Taipei reviews,2026-06-28T15:20:33.976368+00:00,seed,office-location,validated
Lenovo,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/Lenovo-Tokyo-Reviews-EI_IE8034.0,6_IL.7,12_IC2851580.htm",3.2,33%,76%,18,4.5,3.4,3.1,4.4,3.4,2.9,Lenovo Tokyo reviews,2026-06-28T15:20:43.413740+00:00,seed,office-location,validated
Lenovo,"Santiago, RM",Santiago,Chile,"https://www.glassdoor.com/Reviews/Lenovo-Santiago-Reviews-EI_IE8034.0,6_IL.7,15_IC2434030.htm",4,100%,,1,5,5,3,4,3,4,Lenovo Santiago reviews,2026-06-28T15:20:52.454733+00:00,seed,office-location,validated
Lenovo,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Lenovo-S%C3%A3o-Paulo-Reviews-EI_IE8034.0,6_IL.7,16_IC2479061.htm",4.2,88%,95%,18,4.7,4,4,4.3,3.6,3.6,Lenovo São Paulo reviews,2026-06-28T15:21:00.504467+00:00,seed,office-location,validated
Lenovo,"Sydney, NSW",Sydney,Australia,"https://www.glassdoor.com/Reviews/Lenovo-Sydney-Reviews-EI_IE8034.0,6_IL.7,13_IC2235932.htm",2.9,53%,59%,42,2.9,2.3,2.8,2.5,2.5,2.6,Lenovo Sydney reviews,2026-06-28T15:21:14.033474+00:00,seed,office-location,validated
Lenovo,"Austin, TX",Austin,United States,"https://www.glassdoor.com/Reviews/Lenovo-Austin-Reviews-EI_IE8034.0,6_IL.7,13_IC1139761.htm",4,100%,36%,6,4.4,4.3,3.9,4.1,3.7,3.1,Lenovo Austin reviews,2026-06-28T15:21:22.985209+00:00,seed,office-location,validated
Lenovo,"Bellevue, WA",Bellevue,United States,"https://www.glassdoor.com/Reviews/Lenovo-Bellevue-Reviews-EI_IE8034.0,6_IL.7,15_IC1150442.htm",5,100%,100%,1,5,5,5,5,5,5,Lenovo Bellevue reviews,2026-06-28T15:21:31.584387+00:00,seed,office-location,validated
